#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Tags
29181,Official Doc Extension Template,Feature,"",Closed,Should have,Include font files in extension,Francois Suter,Chris topher,2011-08-23 22:22,"",1.6.0,2011-08-23,"","",100,2011-08-23 10:46,"","",230800,"",""
30511,TSconfig,Feature,"",Closed,Should have,Added description of #25705,Christian Woebbeking,Christian Woebbeking,2011-10-27 21:07,"",4.6.0,2011-10-02,"","",0,2011-10-02 11:31,"","",295800,"",""
30815,Extbase Book Translation,Feature,"",Resolved,Should have,Add definition for inline markup methodname,Fabien Udriot,Fabien Udriot,2011-10-25 07:26,"","",2011-10-12,"","",100,2011-10-12 06:32,"","",310650,"",""
31403,TCA Reference,Feature,"",Closed,Must have,Refine Extending $TCA chapter,Francois Suter,Francois Suter,2011-11-21 20:58,"",4.6.0,2011-10-29,"","",100,2011-10-29 22:02,"","",339400,"",""
31768,TypoScript Reference (TSref),Feature,"",Closed,Should have,New property config.htmlTag_stdWrap,Oliver Hader,Chris topher,2012-04-23 20:46,"",4.7.0,2011-11-12,"","",100,2011-11-12 11:36,"","",357300,"",""
32081,TCA Reference,Feature,"",New,Should have,document timezone handling / eval datetime,Peter Niederlag,"",2015-10-11 07:09,"","",2011-11-25,"","",0,2011-11-25 10:28,"","",372800,"",""
32116,wiki.typo3.org,Feature,"",Resolved,Should have,Test / install the reST plugin for MediaWiki,Fabien Udriot,Chris topher,2011-12-16 03:41,"","",2011-11-27,"","",100,2011-11-27 15:15,"","",374500,"",""
32120,wiki.typo3.org,Feature,"",Resolved,Should have,Clean up the Wiki,Fabien Udriot,Chris topher,2011-12-07 15:36,"","",2011-11-28,"","",100,2011-11-28 06:53,"","",374700,"",""
32310,Documentation,Feature,"",Closed,Should have,Add the Security Guide to the list of documents on typo3.org,Chris topher,Francois Suter,2011-12-06 16:09,"","",2011-12-05,"","",0,2011-12-05 20:39,"","",384200,"",""
32347,TypoScript Reference (TSref),Feature,"",Closed,Must have,Add documentation for new sub-properties of filelink.icon,Lorenz Ulrich,Chris topher,2012-04-23 20:46,"",4.7.0,2011-12-06,"","",100,2011-12-06 19:47,"","",386050,"",""
32572,wiki.typo3.org,Feature,"",Resolved,Should have,After login the user should be redirected to the wiki page from which he came,Chris topher,Helmut Hummel,2012-03-10 16:16,"","",2011-12-14,"","",100,2011-12-14 22:09,"","",396850,"",""
32662,TypoScript Reference (TSref),Feature,Feature #25404: Add the possibility to store anonymized log information,Closed,Must have,New config.stat_* options to allow anonymized storage of statistic log information,Steffen Gebert,Chris topher,2012-04-23 20:46,"",4.7.0,2011-12-18,"","",100,2011-12-18 14:05,"","",401350,"",""
33510,Core APIs,Feature,"",Closed,Should have,displayCond within Flexform sections,Tolleiv Nietsch,Francois Suter,2013-02-17 20:53,"",4.7.0,2012-01-28,"","",100,2012-01-28 15:44,"","",442050,"",""
33715,TypoScript Reference (TSref),Feature,"",Closed,Should have,Document orderedStdWrap,Philipp Gampe,Chris topher,2012-04-23 20:46,"",4.7.0,2012-02-06,"","",100,2012-02-06 20:16,"","",452200,"",""
33724,TypoScript Reference (TSref),Feature,"",Closed,Should have,Add conditions as page.includeCSS.if and page.includeJS*.if,Tolleiv Nietsch,Chris topher,2012-04-23 20:46,"",4.7.0,2012-02-07,"","",100,2012-02-07 07:55,"","",452650,"",""
33880,Documentation,Feature,"",New,Should have,New TypoScript-Option for Formwizard and Subject,Steffen Ritter,"",2012-03-31 14:41,Manuals,"",2012-02-13,"","",0,2012-02-13 13:58,"","",460400,"",""
34021,Documentation,Feature,"",Resolved,Should have,Update Documentation of Form Wizard to include postprocessors,Franz Geiger,Franz Geiger,2012-10-21 22:46,Manuals,"",2012-02-14,"","",100,2012-02-17 02:45,"","",467350,"",""
34055,Coding Guidelines,Feature,"",Resolved,Should have,Adapt note on complete removal of all debug output,Franz Holzinger,Chris topher,2013-05-19 14:36,"","",2012-02-18,"","",100,2012-02-18 09:56,"","",469050,"",""
34307,TypoScript Reference (TSref),Feature,"",Closed,Should have,"Add documentation for stdWrap function ""cache""",Tolleiv Nietsch,Chris topher,2012-04-23 20:46,"",4.7.0,2012-02-26,"","",100,2012-02-26 23:14,"","",481400,"",""
35999,TypoScript Reference (TSref),Feature,"",Closed,Should have,Add documentation for stdWrap of the cObject USER,most wanted,Chris topher,2013-03-03 20:51,"",6.0,2012-04-13,"","",100,2012-04-13 18:18,"","",564350,"",""
36389,TCA Reference,Feature,"",Closed,Should have,Integrate column configuration appearance/headerThumbnail (type inline),Oliver Hader,Francois Suter,2013-04-29 22:40,"",6.0.0,2012-04-20,"","",100,2012-04-20 19:17,"","",582900,"",""
36390,TCA Reference,Feature,"",Closed,Should have,Integrate column configuration foreign_selector_fieldTcaOverride (type inline),Oliver Hader,Francois Suter,2013-04-29 22:40,"",6.0.0,2012-04-20,"","",100,2012-04-20 19:19,"","",582950,"",""
36391,TypoScript Reference (TSref),Feature,"",Closed,Should have,Integrate new cObject FILES,Oliver Hader,Chris topher,2013-03-03 20:51,"",6.0,2012-04-20,"","",100,2012-04-20 19:21,"","",583000,"",""
36876,TCA Reference,Feature,"",Closed,Should have,"Documentation for [FEATURE] Item filters for TCA types ""group"" and ""inline""",Ingmar Schlecht,Francois Suter,2013-04-29 22:40,"",6.0.0,2012-05-06,"","",100,2012-05-06 08:19,"","",607000,"",""
37234,TypoScript Reference (TSref),Feature,"",Closed,Should have,HMENU: sectionIndex.useColPos allows configuration of the value for colPos,Stefan Galinski,Chris topher,2013-03-03 20:51,"",6.0,2012-05-16,"","",100,2012-05-16 18:15,"","",624500,"",""
38551,Templating Tutorial,Feature,"",New,Should have,Explain concepts for structure,Francois Suter,"",2012-07-02 15:36,"","",2012-07-02,"","",0,2012-07-02 15:36,"","",690050,"",""
38682,TypoScript Reference (TSref),Feature,"",Closed,Should have,"Add javascriptLibs.jQuery to ""PAGE""",Lars Malach,Francois Suter,2013-03-03 20:51,"",6.0,2012-07-05,"","",100,2012-07-05 16:22,"","",696450,"",""
39012,TypoScript Reference (TSref),Feature,"",Resolved,Should have,"Enhance documentation of ""prefixLocalAnchors""",Ernesto Baschny,"",2012-08-02 18:35,"","",2012-07-17,"","",100,2012-07-17 10:25,"","",712450,"",""
39179,TypoScript Reference (TSref),Feature,"",Rejected,Should have,New property config.typolinkUseCacheHash,Francois Suter,Francois Suter,2012-08-02 18:10,"",6.0,2012-07-23,"","",0,2012-07-23 09:43,"","",720800,"",""
39185,Core APIs,Feature,"",Closed,Should have,Add documentation on t3lib_mail,Ernesto Baschny,Francois Suter,2013-01-06 20:26,"",4.5.0,2012-11-03,2012-11-03,"",100,2012-07-23 12:21,"","",721100,"",""
39186,Core APIs,Feature,"",Closed,Should have,Document form protection API (backend) in Core API,Ernesto Baschny,Francois Suter,2013-01-06 20:26,"",4.5.0,2012-11-03,2012-11-03,"",100,2012-07-23 12:22,"","",721150,"",""
39783,Documentation Rendering,Feature,"",Resolved,Should have,Display queue status and some stats,Fabien Udriot,"",2012-08-15 18:20,"",Workflow automation,2012-08-13,"","",100,2012-08-13 19:01,"","",750650,"",""
39794,ReST tools,Feature,"",Closed,Should have,Sphinx should read Settings.yml besides conf.py for configuration,Martin Bless,Martin Bless,2012-08-14 23:13,"","",2012-08-14,"","",0,2012-08-14 10:55,"","",751200,"",""
39872,Documentation Rendering,Feature,"",Resolved,Should have,Supplement the GlobalSettings (.yml) of TYPO3 Sphinx rendering,Martin Bless,Martin Bless,2012-09-27 16:24,"","TYPO3, TER & typo3.org integ.",2012-08-16,"","",0,2012-08-16 22:45,"","",755100,"",""
39888,TypoScript Reference (TSref),Feature,"",Closed,Should have,TypoScript Conditions: Allow easy comparison against multiple values,Wouter Wolters,Chris topher,2013-03-03 20:51,"",6.0,2012-08-17,"","",100,2012-08-17 14:55,"","",755900,"",""
39924,TCA Reference,Feature,"",Closed,Should have,TCA tree supports width setting,Christian Kuhn,Francois Suter,2013-04-29 22:40,"",6.0.0,2012-08-18,"","",100,2012-08-18 13:52,"","",757650,"",""
39992,Documentation Rendering,Feature,"",Resolved,Should have,Implement the TerDocument Command,Fabien Udriot,Fabien Udriot,2012-08-20 17:24,"",Workflow automation,2012-08-20,"","",100,2012-08-20 11:35,"","",761050,"",""
40013,Documentation Rendering,Feature,"",Resolved,Should have,Extract Documentation directory from t3x files,Fabien Udriot,Fabien Udriot,2012-08-29 18:48,"",Workflow automation,2012-08-21,"","",100,2012-08-21 10:52,"","",762100,"",""
40014,Documentation Rendering,Feature,"",Resolved,Should have,Display message before executing resource consuming action,Fabien Udriot,Fabien Udriot,2012-08-21 14:36,"",Workflow automation,2012-08-21,"","",100,2012-08-21 10:57,"","",762150,"",""
40020,Documentation Rendering,Feature,"",Resolved,Should have,Implement the GitDocument Command,Fabien Udriot,Fabien Udriot,2012-08-23 18:53,"",Workflow automation,2012-08-21,"","",100,2012-08-21 12:58,"","",762450,"",""
40021,Documentation Rendering,Feature,"",Rejected,Should have,Implement the SvnDocument Command,Fabien Udriot,"",2012-10-05 10:32,"","",2012-08-21,"","",0,2012-08-21 12:59,"","",762500,"",""
40374,TYPO3.Docs,Feature,"",New,Should have,Detect whether a document really needs to be rendered or can be copied from another version,Fabien Udriot,"",2012-10-13 17:29,"","",2012-08-29,"","",0,2012-08-29 12:41,"","",778250,"",""
40378,Documentation Rendering,Feature,"",Needs Feedback,Should have,Add a package and version domain model,Fabien Udriot,"",2012-08-29 18:46,"","",2012-08-29,"","",0,2012-08-29 13:02,"","",778450,"",""
40379,TYPO3.Docs,Feature,"",Resolved,Should have,Create a view listing all documents,Fabien Udriot,"",2012-12-03 23:36,"","",2012-08-29,"","",100,2012-08-29 13:04,"","",778500,"",""
41318,Coding Guidelines,Feature,"",Rejected,Should have,Use PSR-0 for Namespace CGL ,Stefano Kowalke,Chris topher,2013-05-09 21:46,"","",2012-09-24,"","",100,2012-09-24 15:04,"","",823200,"",""
41377,ReST tools,Feature,"",Resolved,Should have,Write explanatory Yaml files to Project.git.make folders on server srv123,Martin Bless,Martin Bless,2012-09-27 16:25,"",Workflow automation,2012-09-26,"","",0,2012-09-26 09:59,"","",826150,"",""
41430,Documentation Rendering,Feature,"",Resolved,Should have,Create textrole :api:`something` to link to TYPO3 API targets,Martin Bless,Martin Bless,2013-09-14 02:47,"",Output tuning and integration,2012-09-27,"","",100,2012-09-27 16:22,"","",828800,"",""
41456,ReST tools,Feature,"",Resolved,Should have,Make RestTools a FLOW3 package,Fabien Udriot,Fabien Udriot,2012-09-28 19:35,"",Workflow automation,2012-09-28,"","",100,2012-09-28 19:21,"","",830100,"",""
41458,Documentation Rendering,Feature,Task #40019: Integrate the scripts from RestTools package,Resolved,Should have,Integrate sxw2html script into the pipline,Fabien Udriot,Fabien Udriot,2012-09-28 19:42,"",1.0.0dev,2012-09-28,"","",100,2012-09-28 19:32,"","",830200,"",""
42653,Core APIs,Feature,Task #41919: Integrate changes for TYPO3 4.4 and 4.5,Closed,Should have,Add documentation about Ext.Direct,Francois Suter,Francois Suter,2013-01-11 09:44,"",6.0,2012-11-02,"","",100,2012-11-02 21:44,"","",887000,"",""
42741,TCA Reference,Feature,"",Closed,Should have,New section $TCA['ctrl]['table']['security'],Oliver Hader,Francois Suter,2013-04-29 22:40,"",6.0.0,2012-11-06,"","",100,2012-11-06 22:43,"","",891300,"",""
42851,Core APIs,Feature,Task #41919: Integrate changes for TYPO3 4.4 and 4.5,Closed,Should have,Add documentation about TYPO3 Viewport,Francois Suter,Francois Suter,2013-01-11 09:44,"",6.0,2012-11-11,"","",100,2012-11-11 11:35,"","",896650,"",""
42866,ReStructured Text Infrastructure,Feature,"",Closed,Should have,Add Share LaTeX font,Andreas Wolf,Andreas Wolf,2013-09-14 02:44,"","",2012-11-12,"","",0,2012-11-12 10:03,"","",897400,"",""
43181,TypoScript Reference (TSref),Feature,"",Closed,Should have,Integrate NULL value handling stdWrap.ifNull and stdWrap.if.isNull,Oliver Hader,Chris topher,2013-03-03 20:51,"",6.0,2012-11-20,"","",100,2012-11-20 23:23,"","",913100,"",""
43246,Core APIs,Feature,Task #41919: Integrate changes for TYPO3 4.4 and 4.5,Closed,Should have,New extension configuration option: docPath,Francois Suter,Francois Suter,2013-01-06 20:26,"",4.5.0,2012-11-23,"","",100,2012-11-23 13:50,"","",916350,"",""
43248,Core APIs,Feature,Task #41919: Integrate changes for TYPO3 4.4 and 4.5,Closed,Should have,Page tree and context-sensitive menu,Francois Suter,Francois Suter,2013-01-06 20:26,"",4.5.0,2012-11-23,"","",100,2012-11-23 14:24,"","",916450,"",""
43704,ReST tools,Feature,"",Resolved,Should have,"Provide new theme ""typo3""",Martin Bless,Martin Bless,2012-12-07 12:35,"","",2012-12-07,"","",100,2012-12-07 10:34,"","",939050,"",""
43754,Get The Docs,Feature,"",Resolved,Should have,Clean up files after a grace period of time,Fabien Udriot,"",2012-12-13 23:36,"","",2012-12-08,"","",100,2012-12-08 13:59,"","",941550,"",""
43770,TYPO3.Docs,Feature,"",New,Should have,Generate a parameterizable JSON view for Documents,Fabien Udriot,"",2012-12-08 17:37,"","",2012-12-08,"","",0,2012-12-08 17:37,"","",942350,"",""
43775,ReST tools,Feature,"",Resolved,Should have,Improve navigation,Jigal van Hemert,Martin Bless,2014-03-12 12:18,"","",2012-12-08,"","",0,2012-12-08 17:50,"","",942600,"",""
44053,TYPO3.Docs,Feature,"",New,Should have,Enable to fetch documentation from other data-source,Fabien Udriot,"",2012-12-17 14:29,"","",2012-12-17,"","",0,2012-12-17 14:29,"","",956400,"",""
44901,TypoScript Reference (TSref),Feature,"",Closed,Should have,"Add documentation for new property ""template"" of cObject FLUIDTEMPLATE",Christian Kuhn,Chris topher,2013-04-29 23:38,"",6.1,2013-01-29,"","",100,2013-01-29 11:30,"","",998600,"",""
44987,TypoScript Reference (TSref),Feature,"",Closed,Should have,"Add documentation for ""settings"" of cObject FLUIDTEMPLATE",Christian Kuhn,Chris topher,2013-04-29 23:38,"",6.1,2013-01-30,"","",100,2013-01-30 17:42,"","",1001800,"",""
45047,Documentation,Feature,"",New,Must have,Assign documentation to version,Patrick Crausaz,"",2013-07-01 18:20,"","",2013-01-31,"","",0,2013-01-31 18:13,"","",1004650,"",""
45558,Core APIs,Feature,"",Closed,Should have,Records collections,Francois Suter,Francois Suter,2013-05-16 23:13,"",6.0,2013-02-18,"","",100,2013-02-18 08:38,"","",1029800,"",""
46347,Core APIs,Feature,"",Closed,Should have,Document namespaces,Francois Suter,Francois Suter,2013-05-16 23:13,"",6.0,2013-03-15,"","",100,2013-03-15 22:51,"","",1068550,"",""
46390,TypoScript Reference (TSref),Feature,"",Closed,Should have,Add documentation of stdWrap to config.pageTitleSeparator,Christian Kuhn,Chris topher,2013-04-29 23:38,"",6.1,2013-03-17,"","",100,2013-03-17 21:46,"","",1070700,"",""
46392,Core APIs,Feature,"",Closed,Should have,Xclass changes,Francois Suter,Francois Suter,2013-05-16 23:13,"",6.0,2013-03-17,"","",100,2013-03-17 22:15,"","",1070800,"",""
46440,TCA Reference,Feature,"",Closed,Should have,Add 'foreign_table_defaultValues' to 'inline' type documentation,Sebastian Michaelsen,Francois Suter,2014-08-01 14:22,"",6.2.0,2013-03-19,"","",100,2013-03-19 16:53,"","",1073200,"",""
46667,TSconfig,Feature,"",Closed,Should have,mod.web_list.noExportRecordsLinks,Christian Kuhn,Christian Woebbeking,2013-04-29 23:38,"",6.1,2013-03-25,"",0.50,100,2013-03-25 21:02,"","",1084350,"",""
46687,ReST tools,Feature,"",Rejected,Could have,Advertise Sphinx usage,Francois Suter,"",2013-07-17 11:59,"","",2013-03-26,"","",0,2013-03-26 14:29,"","",1085350,"",""
46800,TypoScript Reference (TSref),Feature,"",Closed,Should have,Document new stdWrap feature addPageCacheTags,Christian Kuhn,Chris topher,2013-04-29 23:38,"",6.1,2013-03-30,"","",100,2013-03-30 12:27,"","",1090750,"",""
46819,TCA Reference,Feature,"",Closed,Should have,Support multiple display conditions in TCA,Christian Kuhn,Francois Suter,2013-04-29 22:39,"",6.1.0,2013-03-31,"","",100,2013-03-31 17:01,"","",1091650,"",""
46945,Coding Guidelines,Feature,"",Resolved,Should have,Improve readability of long conditions,Markus Klein,Chris topher,2013-05-08 02:05,"",6.0.0,2013-04-05,"","",100,2013-04-05 17:25,"","",1097900,"",""
47862,TSconfig,Feature,"",Closed,Should have,RTE configuration,Francois Suter,"",2016-08-11 17:02,"","",2013-05-03,"","",0,2013-05-03 11:55,"","",1143300,"",""
47944,TCA Reference,Feature,"",Closed,Should have,TCA displayCond options BIT and !BIT,Stefan Neufeind,Francois Suter,2014-08-01 14:22,"",6.2.0,2013-05-05,"","",100,2013-05-05 13:53,"","",1147400,"",""
47945,TypoScript Reference (TSref),Feature,"",Resolved,Should have,Document stdWrap for strPad properties,Stefan Neufeind,Chris topher,2013-05-29 19:36,"",6.2,2013-05-05,"","",100,2013-05-05 14:01,"","",1147450,"",""
48283,FAL Documentation,Feature,"",New,Should have,FAL and selicon_field,Sabine Deeken,"",2013-12-21 19:19,"","",2013-05-16,"","",0,2013-05-16 16:29,"","",1164100,"",""
48759,Core APIs,Feature,"",Resolved,Should have,Describe folder structure,Felix Kopp,Francois Suter,2014-03-06 16:37,"",6.2,2013-06-01,"","",100,2013-06-02 00:03,"","",1187750,"",""
48761,Core APIs,Feature,"",Resolved,Should have,Auto-Loading,Felix Kopp,Francois Suter,2014-03-06 17:35,"",6.2,2013-06-02,"","",100,2013-06-02 00:26,"","",1187850,"",""
48928,ReST tools,Feature,"",New,Should have,Tool to convert GoogleDoc to ReST,Xavier Perseguers,"",2013-06-06 18:48,"","",2013-06-06,"","",0,2013-06-06 18:48,"","",1196100,"",""
49106,TypoScript Reference (TSref),Feature,"",Resolved,Should have,"Add new option ""includeRecordsWithoutDefaultTranslation"" for select() function",Markus Klein,Chris topher,2014-03-19 18:36,"",6.2,2013-06-13,"","",100,2013-06-13 18:40,"","",1204950,"",""
49107,TypoScript Reference (TSref),Feature,"",Resolved,Should have,Allow stdWrap functionality for _DEFAULT_PI_VARS,Markus Klein,Chris topher,2013-08-07 17:35,"",6.2,2013-06-13,"","",100,2013-06-13 19:33,"","",1205000,"",""
49356,TSconfig,Feature,"",Resolved,Should have,Exclude doktypes from pagetree by user TSconfig,Christian Kuhn,"",2013-10-10 21:35,"",6.2,2013-06-23,"","",100,2013-06-23 14:04,"","",1217400,"",""
49468,TypoScript Reference (TSref),Feature,"",Resolved,Could have,Alphabetical ordering for Content Objects,Francois Suter,Chris topher,2013-06-28 21:17,"",4.7.0,2013-06-27,"","",100,2013-06-27 12:58,"","",1223000,"",""
49517,TypoScript Reference (TSref),Feature,"",Resolved,Should have,getText: Debug output for register and page variables,Stefan Neufeind,Chris topher,2013-06-29 18:36,"",6.2,2013-06-29,"","",100,2013-06-29 14:30,"","",1225450,"",""
49674,TSconfig,Feature,"",Closed,Must have,New option for UserTS: options.pageTree.searchInAlias,Philipp Gampe,Christian Woebbeking,2014-02-23 22:50,"",6.2,2014-02-23,2014-02-23,0.40,100,2013-07-05 10:23,"","",1233200,0.00,""
49716,TCA Reference,Feature,"",Closed,Must have,label_func addition for rendering IRRE headers,Markus Klein,Francois Suter,2014-08-01 14:22,"",6.2.0,2013-07-05,"","",100,2013-07-05 21:17,"","",1235200,"",""
49752,TSconfig,Feature,"",Resolved,Should have,Add documentation of .icon to TCEFORMS.<table>.<field>.addItems,Benni Mack,"",2016-08-13 17:37,"",7,2013-07-06,"","",0,2013-07-06 22:52,"","",1237000,"",""
49807,Documentation,Feature,"",Closed,Should have,Access extConf in displayCond,Sebastian Michaelsen,Sebastian Michaelsen,2015-12-08 18:19,"","",2013-07-09,"","",0,2013-07-09 10:30,"","",1239700,"",""
49880,ReST tools,Feature,"",Resolved,Must have,TypoScript Highlighting,Michiel Roos,Michiel Roos,2013-08-24 21:12,"",Output tuning and integration,2013-07-11,"","",100,2013-07-11 09:37,"","",1243200,"",""
49975,Documentation,Feature,"",New,Should have,stdWrap on form-element-defaultvalues,Stefan Neufeind,"",2013-07-12 16:04,"","",2013-07-12,"","",0,2013-07-12 13:55,"","",1247750,"",""
50119,TypoScript Reference (TSref),Feature,"",Closed,Should have,Document FILES references offset and max,Marc Bastian Heinrichs,"",2013-10-14 17:53,"","",2013-07-17,"","",0,2013-07-17 15:31,"","",1254750,"",""
50174,Core APIs,Feature,"",Resolved,Should have,Add new chapter about ApplicationContext,Steffen Müller,"",2013-08-17 13:35,"",6.2,2013-07-18,"","",100,2013-07-18 23:56,"","",1257450,"",""
50748,ReST tools,Feature,"",Resolved,Should have,Convert GIFs to PNGs in T3PythonDocBuilder,Martin Bless,Martin Bless,2013-08-03 00:49,"","",2013-08-02,"","",100,2013-08-02 23:44,"","",1285750,"",""
51003,FAL Documentation,Feature,"",Resolved,Must have,Add explanation how to set user permissions,Helmut Hummel,"",2013-08-11 21:36,"","",2013-08-10,"","",100,2013-08-10 18:03,"","",1298350,"",""
51162,TypoScript Reference (TSref),Feature,"",Resolved,Must have,New categories special menu,Francois Suter,Francois Suter,2013-08-29 17:35,"",6.2,2013-08-18,"","",100,2013-08-18 22:05,"","",1306250,"",""
51248,TypoScript Reference (TSref),Feature,"",Closed,Should have,Adding Documentation for responsive Images,Ingo Schmitt,"",2013-08-22 13:55,"",6.2,2013-08-22,"",2.00,100,2013-08-22 10:53,"","",1310500,"",""
51279,Documentation,Feature,"",New,Should have,Add singlehtml link into extension docs,d.ros no-lastname-given,"",2013-08-23 09:25,Documentation on typo3.org,"",2013-08-23,"","",0,2013-08-23 09:25,"","",1312050,"",""
51463,Inside TYPO3,Feature,"",New,Should have,Import default data .t3d files if installing extension,Christian Kuhn,"",2013-08-28 16:29,"","",2013-08-28,"","",0,2013-08-28 16:29,"","",1321200,"",""
51653,Documentation,Feature,"",New,Must have,"Add a nice message, how to create a manual, if a special version misses a manual",Kay Strobach,Martin Bless,2013-09-02 17:18,"","",2013-09-02,"","",0,2013-09-02 16:51,"","",1330700,"",""
51846,ReST tools,Feature,"",Resolved,Should have,Inclusion of video,Xavier Perseguers,Xavier Perseguers,2013-09-09 15:59,"","",2013-09-09,"","",100,2013-09-09 10:51,"","",1340200,"",""
51954,Documentation,Feature,"",Closed,Should have,Add documentation for the Categorization API.,Sebastian Michaelsen,"",2013-09-12 16:08,Manuals,"",2013-09-12,"","",0,2013-09-12 15:34,"","",1345550,"",""
52001,TSconfig,Feature,"",New,Should have,Document backend layout TS,Philipp Gampe,"",2013-09-16 09:36,"","",2013-09-14,"","",0,2013-09-14 12:00,"","",1347900,"",""
52079,Core APIs,Feature,"",On Hold,Could have,New parameter for ExtensionManagementUtility::addModule,Ernesto Baschny,Francois Suter,2015-10-08 17:54,"",6.2,2013-09-17,"","",0,2013-09-17 15:21,"","",1351750,"",""
52190,ReStructured Text Infrastructure,Feature,"",Accepted,Should have,Create Settings.yml file upon conversion,Francois Suter,Martin Bless,2014-03-12 11:55,"","",2013-09-23,"","",0,2013-09-23 14:50,"","",1357300,"",""
52427,Core APIs,Feature,"",Resolved,Must have,Configuration/TCA/{tablename}.php undocumented,Stephan Schuler,Francois Suter,2014-03-15 22:36,"",6.2,2013-10-01,"","",100,2013-10-01 14:57,"","",1368950,"",""
52451,Core APIs,Feature,"",Resolved,Should have,"Include a chapter on ""documenting your extension""",Ernesto Baschny,"",2013-11-07 17:37,"",6.2,2013-10-02,"","",100,2013-10-02 10:00,"","",1370150,"",""
52692,TSconfig,Feature,"",Closed,Must have,Document User TSconfig for controlling  BE module visibility,Fabien Udriot,Francois Suter,2014-11-27 14:19,"",6.2,2013-10-11,"","",100,2013-10-11 11:20,"","",1382100,"",""
52730,TCA Reference,Feature,"",Closed,Should have,Placeholder property in some fields,Christian Kuhn,Francois Suter,2014-08-01 14:22,"",6.2.0,2013-10-12,"","",100,2013-10-12 21:54,"","",1383950,"",""
52732,Installation and Upgrade Guide,Feature,"",Resolved,Must have,"Document Install Tool Core Update and ""TYPO3_DISABLE_CORE_UPDATER""",Ernesto Baschny,Chris topher,2014-04-01 20:42,"",6.2,2013-10-12,"","",100,2013-10-12 22:49,"","",1384050,"",""
52769,FAL Documentation,Feature,"",New,Should have,Document advanced metadata for File,Fabien Udriot,"",2013-10-14 00:21,"","",2013-10-14,"","",0,2013-10-14 00:19,"","",1385900,"",""
52781,TSconfig,Feature,"",Resolved,Should have,Alternative domain for preview,Stefan Neufeind,"",2015-12-02 09:38,"",6.2,2013-10-14,"","",0,2013-10-14 12:08,"","",1386500,"",""
52783,TSconfig,Feature,"",Closed,Must have,Make frame sizes in viewpage module configurable,Markus Klein,Christian Woebbeking,2014-02-23 22:49,"",6.2,2013-10-14,2014-01-26,0.45,100,2013-10-14 12:29,"","",1386600,"",""
52826,TSconfig,Feature,"",Closed,Must have,Add language switcher for backend pagetree,Markus Klein,Christian Woebbeking,2015-10-25 23:05,"",7,2013-10-15,"","",0,2013-10-15 00:08,"","",1388750,"",""
52827,TypoScript Reference (TSref),Feature,"",Resolved,Should have,Document keyword devIP for IP condition,Ingo Renner,Ingo Renner,2013-10-16 17:35,"",6.2,2013-10-15,"","",100,2013-10-15 00:09,"","",1388800,"",""
