#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Tags
79575,Security Guide,Task,Suggestion #68167: Create section with recommendations for developers,Accepted,Should have,Add a chapter on how FE session handling should be done for developers,Markus Klein,Markus Klein,2017-02-01 13:36,Guidelines for Developers,"",2017-01-31,"","",0,2017-01-31 23:19,"","",-936250,"",""
79415,wiki.typo3.org,Task,"",Resolved,Should have,Buttons have the wrong color,Chris topher,Chris topher,2017-01-29 09:40,"","",2017-01-22,"","",100,2017-01-22 19:38,"","",-928250,"",""
79050,wiki.typo3.org,Task,"",New,Should have,ContextSource::getContext (SkinTemplate): called and $context is null,Chris topher,"",2016-12-20 13:43,"","",2016-12-20,"","",0,2016-12-20 13:41,"","",-910000,"",""
79038,wiki.typo3.org,Task,"",On Hold,Should have,PDF rendering is broken,Chris topher,"",2016-12-19 23:07,"","",2016-12-19,"","",0,2016-12-19 18:56,"","",-909450,"",""
79028,wiki.typo3.org,Task,"",New,Should have,cURL sometimes is slow,Chris topher,"",2016-12-18 17:04,"","",2016-12-12,"","",0,2016-12-18 17:03,"","",-908950,"",""
79027,wiki.typo3.org,Task,"",Resolved,Must have,Move the wiki to a new server,Chris topher,Chris topher,2016-12-18 17:17,"","",2016-12-09,"","",100,2016-12-18 16:57,"","",-908900,"",""
76955,wiki.typo3.org,Task,"",Resolved,Should have,Update the Wiki to MediaWiki 1.27,Chris topher,Chris topher,2016-12-19 19:14,"","",2016-07-06,"","",100,2016-07-06 14:30,"","",-805400,"",""
76253,wiki.typo3.org,Task,"",Resolved,Should have,Update MediaWiki to 1.26.3,Chris topher,Chris topher,2016-05-20 20:09,"","",2016-05-20,"","",100,2016-05-20 19:42,"","",-770650,"",""
75990,TYPO3 CMS - What's New,Task,"",Resolved,Should have,Transfer TYPO3 CMS 8.0 slides to git.typo3.org,Michael Schams,Michael Schams,2016-04-30 08:06,TYPO3 CMS 8.0,TYPO3 CMS 8.0,2016-04-30,"","",100,2016-04-30 07:20,"","",-757750,"",""
74362,TYPO3 CMS - What's New,Task,"",Resolved,Should have,Transfer TYPO3 CMS 7 LTS slides to git.typo3.org,Michael Schams,Michael Schams,2016-03-06 02:53,TYPO3 CMS 7.6 (CMS 7 LTS),"",2016-03-06,"","",100,2016-03-06 02:40,"","",-697050,"",""
74361,TYPO3 CMS - What's New,Task,Task #71546: Transfer TYPO3 CMS 7.6 slides to git.typo3.org,Resolved,Should have,"Transfer TYPO3 CMS 7.6 slides to git.typo3.org (Dutch, French, Greek, Italian, Spanish)",Michael Schams,Michael Schams,2016-03-06 02:32,TYPO3 CMS 7.6 (CMS 7 LTS),TYPO3 CMS 7.6 (CMS 7 LTS),2016-03-06,"","",100,2016-03-06 02:13,"","",-697000,"",""
73031,Security Guide,Task,"",Needs Feedback,Should have,Add advice regarding php executables in fileadmin,Helmut Hummel,Helmut Hummel,2016-02-01 11:50,Guidelines for Administrators,"",2016-01-30,"","",0,2016-01-30 13:58,"","",-635700,"",""
72963,Documentation,Task,"",Under Review,Must have,Online Extbase and Fluid Guide not in english,Christian Toffolo,Martin Bless,2016-03-07 16:18,Documentation on typo3.org,"",2016-01-27,"","",50,2016-01-27 13:01,"","",-632350,"",""
72796,Documentation Rendering,Task,"",Accepted,Must have,Switch manual TypoScriptSyntax Reference to new theme,Martin Bless,Martin Bless,2016-01-18 18:22,"","",2016-01-18,"","",0,2016-01-18 18:22,"","",-624000,"",""
72696,Documentation Rendering,Task,"",Resolved,Must have,Set up rendering of core system extensions for branch 7.6,Martin Bless,Martin Bless,2016-01-27 17:08,"","",2016-01-14,"","",0,2016-01-14 12:26,"","",-619000,"",""
72376,wiki.typo3.org,Task,"",Resolved,Should have,Update MediaWiki to 1.26.2,Chris topher,Chris topher,2015-12-21 22:08,"","",2015-12-21,"","",100,2015-12-21 22:08,"","",-603100,"",""
72327,Documentation Rendering,Task,Epic #57147: Rework design and general content of docs.typo3.org,New,Must have,Have the TerDocRenderer report the reason when build fails,Martin Bless,Xavier Perseguers,2015-12-18 22:51,"","",2015-12-18,"","",0,2015-12-18 22:48,"","",-600650,"",""
72323,wiki.typo3.org,Task,"",Resolved,Should have,Update MediaWiki to 1.26.1,Chris topher,Chris topher,2015-12-18 14:19,"","",2015-12-18,"","",100,2015-12-18 14:15,"","",-600450,"",""
71900,Coding Guidelines,Task,"",Resolved,Should have,Update to PSR-2,Hannes Lau,Chris topher,2015-11-28 15:39,"","",2015-11-27,"","",0,2015-11-27 20:05,"","",-579350,"",""
71882,Documentation Rendering,Task,Epic #57147: Rework design and general content of docs.typo3.org,Accepted,Must have,Better use 'git reset --hard'?,Martin Bless,Xavier Perseguers,2015-12-18 22:53,"","",2015-11-27,"","",0,2015-11-27 10:30,"","",-578450,"",""
71842,Documentation Rendering,Task,Epic #57147: Rework design and general content of docs.typo3.org,Accepted,Should have,Handling of README.rst,Martin Bless,"",2016-03-05 16:39,"","",2015-11-25,"","",0,2015-11-25 20:24,"","",-576450,"",""
71701,Security Guide,Task,Suggestion #68167: Create section with recommendations for developers,New,Should have,Do not use second argument of getLL(),Helmut Hummel,"",2015-11-20 04:21,Guidelines for Developers,"",2015-11-19,"","",0,2015-11-19 17:22,"","",-569400,"",""
71699,Security Guide,Task,Suggestion #68167: Create section with recommendations for developers,New,Should have,Introduce different HTML contexts and how API methods we have to encode,Helmut Hummel,"",2015-11-20 04:21,Guidelines for Developers,"",2015-11-19,"","",0,2015-11-19 17:20,"","",-569300,"",""
71547,TYPO3 CMS - What's New,Task,Task #71546: Transfer TYPO3 CMS 7.6 slides to git.typo3.org,Resolved,Should have,Transfer TYPO3 CMS 7.6 slides to git.typo3.org (English and German),Michael Schams,Michael Schams,2016-03-06 02:32,TYPO3 CMS 7.6 (CMS 7 LTS),TYPO3 CMS 7.6 (CMS 7 LTS),2015-11-13,"","",100,2015-11-13 05:06,"","",-561700,"",""
71546,TYPO3 CMS - What's New,Task,"",Resolved,Should have,Transfer TYPO3 CMS 7.6 slides to git.typo3.org,Michael Schams,Michael Schams,2016-03-06 02:35,TYPO3 CMS 7.6 (CMS 7 LTS),TYPO3 CMS 7.6 (CMS 7 LTS),2015-11-13,"","",100,2015-11-13 05:04,"","",-561650,"",""
71411,TYPO3 CMS - What's New,Task,"",Resolved,Should have,"Update ""What's New"" page on t3o",Michael Schams,Michael Schams,2015-11-13 04:54,TYPO3 CMS 7.6 (CMS 7 LTS),TYPO3 CMS 7.6 (CMS 7 LTS),2015-11-08,"","",0,2015-11-08 12:38,"","",-554950,"",""
71410,TYPO3 CMS - What's New,Task,"",Resolved,Should have,Transfer TYPO3 CMS 7.5 slides to git.typo3.org,Michael Schams,Michael Schams,2016-03-06 02:32,TYPO3 CMS 7.5,TYPO3 CMS 7.5,2015-11-08,"","",100,2015-11-08 12:33,"","",-554900,"",""
71409,TYPO3 CMS - What's New,Task,"",Resolved,Should have,Clarify TYPO3 CMS 7 installation with composer,Michael Schams,Michael Schams,2015-11-13 05:06,TYPO3 CMS 7.6 (CMS 7 LTS),TYPO3 CMS 7.6 (CMS 7 LTS),2015-11-08,"","",0,2015-11-08 12:29,"","",-554850,"",""
70989,Security Guide,Task,"",Resolved,Should have,Describe Sub-Resource Integrity (SRI) for JavaScript file inclusion,Michael Schams,"",2015-11-20 04:51,Guidelines for Integrators,"",2015-10-24,"","",0,2015-10-24 09:13,"","",-533950,"",""
70800,wiki.typo3.org,Task,"",Resolved,Should have,Update MediaWiki to 1.25.3,Chris topher,Chris topher,2015-10-16 21:24,"","",2015-10-16,"","",100,2015-10-16 21:16,"","",-524500,"",""
70600,TYPO3 CMS - What's New,Task,"",Resolved,Should have,Transfer TYPO3 CMS 7.4 slides to git.typo3.org,Michael Schams,Michael Schams,2015-10-13 12:48,TYPO3 CMS 7.4,"",2015-10-12,"","",100,2015-10-12 00:30,"","",-514500,"",""
70267,wiki.typo3.org,Task,"",Resolved,Should have,Update the Wiki to MediaWiki 1.26,Chris topher,Chris topher,2015-11-26 17:46,"","",2015-11-25,"","",100,2015-10-01 14:53,"","",-497850,"",""
69462,TCA Reference,Task,"",Resolved,Must have,Add missing blindLinkFields to the core link wizard,Patrik Karisch,Patrik Karisch,2015-09-02 11:13,"",6.2.0,2015-09-01,"","",0,2015-09-01 21:49,"","",-457750,"",""
69117,ReST tools,Task,"",Accepted,Should have,Collaboration on translated documentation,Xavier Perseguers,"",2015-08-17 09:33,"","",2015-08-17,"","",0,2015-08-17 07:30,"","",-440500,"",""
69076,ReST tools,Task,"",Resolved,Should have,"Change ""Edit on GitHub"" to first view the file",Thomas Mayer,"",2015-08-17 10:14,"","",2015-08-14,"","",100,2015-08-14 21:57,"","",-438450,"",""
68945,wiki.typo3.org,Task,"",Resolved,Should have,Update MediaWiki to 1.25.2,Chris topher,Chris topher,2015-08-11 14:42,"","",2015-08-11,"","",100,2015-08-11 14:29,"","",-432050,"",""
68900,Documentation Rendering,Task,"",Accepted,Should have,Extend RenderTask.php to render every manual,Xavier Perseguers,Xavier Perseguers,2015-12-18 23:23,"","",2014-10-13,"","",63,2015-08-10 08:01,"","",-430100,"",""
68876,TYPO3 CMS - What's New,Task,"",Rejected,Won't have this time,"New ""What's New"" image on typo3.org",Michael Schams,"",2015-11-13 04:55,"","",2015-08-09,"","",0,2015-08-09 08:18,"","",-428950,"",""
68529,TYPO3 CMS - What's New,Task,"",Resolved,Should have,Transfer TYPO3 CMS 7.3 slides to git.typo3.org,Michael Schams,Michael Schams,2015-07-25 07:45,TYPO3 CMS 7.3,TYPO3 CMS 7.3,2015-07-25,"","",100,2015-07-25 07:24,"","",-411900,"",""
67995,Coding Guidelines,Task,"",Needs Feedback,Should have,How to handle arrays in function calls and loops,Stefano Kowalke,"",2015-07-14 15:09,"","",2015-07-09,"","",0,2015-07-09 11:15,"","",-385200,"",""
67958,Coding Guidelines,Task,"",Needs Feedback,Should have,Allow short array syntax,Stefano Kowalke,"",2015-07-14 15:05,"","",2015-07-07,"","",0,2015-07-07 16:49,"","",-383350,"",""
67178,wiki.typo3.org,Task,"",New,Should have,Update extension registration,Chris topher,"",2015-11-25 22:45,"","",2015-05-28,"","",0,2015-05-28 15:06,"","",-344350,"",""
67156,wiki.typo3.org,Task,"",Resolved,Should have,Update the Wiki to MediaWiki 1.25,Chris topher,Chris topher,2015-05-28 15:10,"","",2015-05-26,"","",100,2015-05-26 22:16,"","",-343250,"",""
66990,TYPO3 CMS - What's New,Task,"",Resolved,Should have,Transfer TYPO3 CMS 7.2 slides to git.typo3.org,Michael Schams,Michael Schams,2015-06-12 04:54,TYPO3 CMS 7.2,TYPO3 CMS 7.2,2015-05-16,"","",100,2015-05-16 05:26,"","",-334950,"",""
66989,TYPO3 CMS - What's New,Task,"",Resolved,Must have,Transfer Dutch TYPO3 CMS 7.1 slides to git.typo3.org,Michael Schams,Michael Schams,2015-06-12 04:54,TYPO3 CMS 7.1,TYPO3 CMS 7.1,2015-05-16,"","",100,2015-05-16 05:13,"","",-334900,"",""
66367,Documentation,Task,"",Closed,Must have,Our documentation is not rendered,André Wuttig,André Wuttig,2015-04-11 00:05,Documentation on typo3.org,"",2015-04-10,"","",0,2015-04-10 21:25,"","",-304100,"",""
66201,wiki.typo3.org,Task,"",Resolved,Should have,Update MediaWiki to 1.24.2,Chris topher,Chris topher,2015-03-31 23:41,"","",2015-03-31,"","",100,2015-03-31 23:35,"","",-295800,"",""
65883,TYPO3 CMS - What's New,Task,"",Resolved,Should have,Transfer TYPO3 CMS 7.1 slides into git.typo3.org,Michael Schams,Michael Schams,2015-03-24 12:17,TYPO3 CMS 7.1,TYPO3 CMS 7.1,2015-03-21,"","",100,2015-03-21 05:51,"","",-279900,"",""
65882,Security Guide,Task,"",Closed,Won't have this time,"Remove infos about ""Public Service Announcements"" (PSA)",Michael Schams,"",2015-05-16 05:31,"","",2015-03-21,"","",0,2015-03-21 05:42,"","",-279850,"",""
65881,Security Guide,Task,"",Resolved,Could have,Create new screenshots in TYPO3 CMS 7.x,Michael Schams,"",2015-11-20 04:52,"","",2015-03-21,"","",0,2015-03-21 05:10,"","",-279800,"",""
65581,Coding Guidelines,Task,"",Resolved,Should have,Update information on ext_icon,Chris topher,Chris topher,2015-07-14 14:02,"","",2015-07-14,2015-07-14,"",100,2015-03-06 21:08,"","",-264800,"",""
65183,Security Guide,Task,"",Under Review,Should have,"Clarify ""show at any login"" access restriction",Helmut Hummel,Michael Schams,2015-02-20 11:38,Guidelines for Integrators,"",2015-02-19,"","",0,2015-02-19 19:51,"","",-244900,"",""
64919,TypoScript Reference (TSref),Task,"",Resolved,Should have,Make chapter on Constants more clear,Franz Holzinger,Chris topher,2015-03-05 17:41,"",6.0,2015-02-07,"","",0,2015-02-07 11:41,"","",-231700,"",""
64469,TYPO3 CMS - What's New,Task,"",Resolved,Should have,Add a .gitignore file to Git repository,Michael Schams,Michael Schams,2015-01-24 03:27,"","",2015-01-24,"","",100,2015-01-24 03:12,"","",-209200,"",""
64468,TYPO3 CMS - What's New,Task,"",Resolved,Should have,TYPO3 6.2 LTS - transfer files to git.typo3.org (Polish),Michael Schams,Michael Schams,2015-01-24 03:27,TYPO3 6.2 - Slides (LaTeX),TYPO3 CMS 6.2,2015-01-24,"","",100,2015-01-24 03:05,"","",-209150,"",""
64467,TYPO3 CMS - What's New,Task,"",Resolved,Should have,TYPO3 7.0 - transfer files to git.typo3.org (Spanish),Michael Schams,Michael Schams,2015-01-24 02:45,TYPO3 CMS 7.0,TYPO3 CMS 7.0,2015-01-24,"","",100,2015-01-24 01:31,"","",-209100,"",""
64466,TYPO3 CMS - What's New,Task,"",Resolved,Should have,TYPO3 7.0 - transfer files to git.typo3.org (Serbian),Michael Schams,Michael Schams,2015-01-24 02:45,TYPO3 CMS 7.0,TYPO3 CMS 7.0,2015-01-24,"","",100,2015-01-24 01:30,"","",-209050,"",""
64465,TYPO3 CMS - What's New,Task,"",Resolved,Should have,TYPO3 7.0 - transfer files to git.typo3.org (Russian),Michael Schams,Michael Schams,2015-01-24 02:45,TYPO3 CMS 7.0,TYPO3 CMS 7.0,2015-01-24,"","",100,2015-01-24 01:29,"","",-209000,"",""
64464,TYPO3 CMS - What's New,Task,"",Resolved,Should have,TYPO3 7.0 - transfer files to git.typo3.org (Italian),Michael Schams,Michael Schams,2015-01-24 02:45,TYPO3 CMS 7.0,TYPO3 CMS 7.0,2015-01-24,"","",100,2015-01-24 01:29,"","",-208950,"",""
64463,TYPO3 CMS - What's New,Task,"",Resolved,Should have,TYPO3 7.0 - transfer files to git.typo3.org (German),Michael Schams,Michael Schams,2015-01-24 02:45,TYPO3 CMS 7.0,TYPO3 CMS 7.0,2015-01-24,"","",100,2015-01-24 01:28,"","",-208900,"",""
64462,TYPO3 CMS - What's New,Task,"",Resolved,Should have,TYPO3 7.0 - transfer files to git.typo3.org (English),Michael Schams,Michael Schams,2015-01-24 02:45,TYPO3 CMS 7.0,TYPO3 CMS 7.0,2015-01-24,"","",100,2015-01-24 01:27,"","",-208850,"",""
64201,TypoScript Reference (TSref),Task,"",Resolved,Should have,Update documentation for HTMLparser_tags  fixAttrib.[attribute].userFunc,Alexander Stehlik,"",2015-08-25 19:38,"",7,2015-01-09,"","",100,2015-01-09 10:17,"","",-195850,"",""
64129,TypoScript Reference (TSref),Task,"",Resolved,Should have,Add new option excludeNoSearchPages,Stefan Froemken,Chris topher,2015-03-06 17:26,"",7,2015-01-05,"","",100,2015-01-05 15:49,"","",-192250,"",""
64025,Security Guide,Task,"",New,Could have,SQL injection via TypoScript in GET/POST requests,Michael Schams,"",2014-12-23 00:46,Guidelines for Integrators,"",2014-12-23,"","",0,2014-12-23 00:46,"","",-187050,"",""
63968,wiki.typo3.org,Task,"",Resolved,Should have,Update MediaWiki to 1.24.1,Chris topher,Chris topher,2014-12-17 21:29,"","",2014-12-17,"","",100,2014-12-17 21:26,"","",-184200,"",""
63830,wiki.typo3.org,Task,"",Resolved,Should have,Update password hashes,Chris topher,Chris topher,2014-12-15 19:30,"","",2014-12-13,"","",100,2014-12-13 17:22,"","",-177300,"",""
63562,wiki.typo3.org,Task,"",Resolved,Should have,Update the Wiki to MediaWiki 1.24,Chris topher,Chris topher,2014-12-15 16:51,"","",2014-06-03,"","",100,2014-12-04 12:30,"","",-163950,"",""
63520,TypoScript Reference (TSref),Task,"",Resolved,Should have,"Document deprecation of conditions browser, version, system and useragent",Chris topher,Chris topher,2014-12-02 19:14,"",7,2014-12-02,"","",100,2014-12-02 18:51,"","",-161850,"",""
63481,TypoScript Reference (TSref),Task,"",Resolved,Should have,"Add ""auto"" absRefPrefix option",Chris topher,Chris topher,2015-03-05 19:01,"",7,2014-12-01,"","",100,2014-12-01 14:02,"","",-159900,"",""
63366,wiki.typo3.org,Task,"",Resolved,Should have,Update MediaWiki to 1.23.7,Chris topher,Chris topher,2014-11-27 15:08,"","",2014-11-27,"","",100,2014-11-27 15:01,"","",-154150,"",""
63352,TypoScript Reference (TSref),Task,"",Resolved,Must have,Document the stdWrap property for stdWrap methods,Jo Hasenau,Chris topher,2014-11-29 23:19,"",6.0,2014-11-26,"","",100,2014-11-26 23:54,"","",-153450,"",""
62620,Installation and Upgrade Guide,Task,"",Resolved,Should have,Add information about the minimum version to upgrade from,Chris topher,Chris topher,2016-08-08 16:42,"",7,2014-11-02,"","",0,2014-11-02 11:49,"","",-116900,"",""
62543,wiki.typo3.org,Task,"",Resolved,Should have,Update MediaWiki to 1.23.6,Chris topher,Chris topher,2014-10-29 19:24,"","",2014-10-29,"","",100,2014-10-29 19:19,"","",-113050,"",""
62163,Documentation Rendering,Task,"",New,Should have,Upgrade to Debian Wheezy,Xavier Perseguers,"",2015-04-28 11:46,"","",2014-10-11,"","",0,2014-10-11 16:13,"","",-94050,"",""
62126,TypoScript in 45 Minutes,Task,"",Closed,Must have,Update for FAL,Francois Suter,"",2016-08-06 14:29,doc_tut_ts45,7,2014-10-09,"","",0,2014-10-09 14:28,"","",-92200,"",""
62025,wiki.typo3.org,Task,"",Resolved,Should have,Update MediaWiki to 1.23.5,Chris topher,Chris topher,2014-10-03 15:24,"","",2014-10-03,"","",100,2014-10-03 15:24,"","",-87150,"",""
61888,wiki.typo3.org,Task,"",Resolved,Should have,Update MediaWiki to 1.23.4,Chris topher,Chris topher,2014-09-25 16:30,"","",2014-09-25,"","",100,2014-09-25 16:30,"","",-80400,"",""
61492,TypoScript Reference (TSref),Task,"",Resolved,Should have,"Documentation for new, custom TypoScript conditions",Benni Mack,Chris topher,2014-11-30 21:11,"",7,2014-09-10,2014-09-10,"",100,2014-09-09 23:38,"","",-60750,"",""
61314,Documentation Rendering,Task,"",Resolved,Should have,Remove hack from cron_rebuild.sh,Chris topher,Chris topher,2014-09-25 20:35,"","",2014-09-02,"","",100,2014-09-02 14:26,"","",-51850,"",""
61244,wiki.typo3.org,Task,"",Closed,Should have,Update MediaWiki to 1.23.3,Chris topher,Chris topher,2014-08-28 13:46,"","",2014-08-28,"","",100,2014-08-28 13:42,"","",-48350,"",""
61040,Security Guide,Task,"",Rejected,-- undefined --,URL corruption at the browser bar,Jens Schroeder-Fuerstenberg,"",2014-08-19 05:28,"","",2014-08-18,"","",0,2014-08-18 20:25,"","",-38150,"",""
60843,Documentation Rendering,Task,Epic #60470: Enhance PDF rendering,Resolved,Should have,Change the TYPO3 logo,Xavier Perseguers,Xavier Perseguers,2014-08-08 07:22,"","",2014-08-07,"","",100,2014-08-07 16:22,"","",-28350,"",""
60828,Documentation Rendering,Task,"",Resolved,Should have,Add styling for the left hand side menu in the singlehtml version,Chris topher,Chris topher,2014-08-06 19:23,"","",2014-08-06,"","",100,2014-08-06 19:07,"","",-27600,"",""
60813,TYPO3.Docs,Task,"",New,Should have,Update Domain Models,Marc Neuhaus,Marc Neuhaus,2014-08-06 09:33,"","",2014-08-06,"","",0,2014-08-06 09:33,"","",-26850,"",""
60744,Security Guide,Task,"",Closed,Should have,Raise version of TYPO3 Security Guide to 1.0.6,Michael Schams,Michael Schams,2014-08-04 14:00,"",1.0.6,2014-03-21,"",3.00,100,2014-08-02 14:40,"","",-23400,"",""
60689,wiki.typo3.org,Task,"",Resolved,Should have,Update MediaWiki to 1.23.2,Chris topher,Chris topher,2014-07-30 22:49,"","",2014-07-30,"","",100,2014-07-30 22:35,"","",-20650,"",""
60499,Documentation Rendering,Task,Epic #60470: Enhance PDF rendering,New,Should have,Change default font ,Xavier Perseguers,"",2014-07-23 15:05,"","",2014-07-23,"","",0,2014-07-23 14:59,"","",-11150,"",""
60278,wiki.typo3.org,Task,"",Resolved,Should have,Update the BugtrackerStatus extension for new Forge version,Chris topher,Chris topher,2014-07-11 22:17,"","",2014-07-11,"","",100,2014-07-11 19:57,"","",-100,"",""
434,TYPO3 Tutorial for Editors,Task,"",Closed,Should have,[Manual] typo3_tut,Daniel Brüßler,DocTeam no-lastname-given,2011-10-26 20:10,"",1.1.0,2008-03-31,2008-04-05,2.00,100,2008-03-30 01:13,"","",1750,2.00,""
711,TypoScript in 45 Minutes,Task,"",Closed,Could have,"TUG Münster: ""45MinutesTypoScript""",Daniel Brüßler,Martin Holtz,2011-09-26 12:48,"","",2008-06-05,2008-06-30,20.00,100,2008-06-05 10:32,"","",2950,20.00,""
739,TypoScript in 45 Minutes,Task,"",Closed,Could have,mixture of gmenu and tmenu should be explained,Martin Holtz,Martin Holtz,2011-09-26 23:06,"","",2008-06-09,2008-06-30,5.00,100,2008-06-09 11:33,"","",3350,5.00,""
771,wiki.typo3.org,Task,"",Closed,Must have,"Wiki ReleaseNotes for 4.0.9, 4.1.7, 4.2.1 and patch-guide",Daniel Brüßler,Daniel Brüßler,2011-09-26 11:17,"","",2008-06-11,2008-06-11,0.50,100,2008-06-11 14:12,"","",3550,0.50,""
777,TypoScript in 45 Minutes,Task,"",Closed,Could have,TSref 45minutes - Write news-text to get more help,Daniel Brüßler,Susanne Moog,2011-09-26 12:49,"","",2008-06-13,"",0.00,90,2008-06-13 10:46,"","",3600,0.00,""
804,Documentation,Task,"",Closed,Could have,care for team-category in news.typo3.org,Daniel Brüßler,Daniel Brüßler,2010-10-20 11:40,"",sprint 2008/05,2008-06-17,2008-06-25,0.00,100,2008-06-17 19:07,"","",3750,"",""
805,Documentation,Task,"",Closed,Could have,DanielMartinSusanne Wednesday 1830 GMT+2 via skype,Daniel Brüßler,DocTeam no-lastname-given,2010-10-20 11:40,"",sprint 2008/05,2008-06-17,2008-06-18,1.00,10,2008-06-17 19:18,"","",3800,"",""
814,Documentation,Task,"",Closed,Could have,Erklärung für das ändern/updaten von einzelnen Elementen hier in forge,Martin Holtz,Martin Holtz,2010-10-20 11:40,"",sprint 2008/05,2008-06-18,"",0.00,100,2008-06-18 19:56,"","",3850,"",""
815,wiki.typo3.org,Task,"",Closed,Must have,De:TS für geshi,Daniel Brüßler,Martin Holtz,2011-09-26 11:58,"","",2008-06-18,2008-06-30,0.00,80,2008-06-18 20:20,"","",3900,0.00,""
816,Documentation,Task,"",Closed,Must have,international flaggs in upper box,Daniel Brüßler,Martin Holtz,2010-10-20 11:40,"",sprint 2008/05,2008-06-18,2008-07-10,0.00,100,2008-06-18 20:25,"","",3950,"",""
818,wiki.typo3.org,Task,"",Closed,Must have,list of all TSref-keywords?,Daniel Brüßler,Martin Holtz,2011-09-26 12:44,"","",2008-06-18,2008-06-28,1.00,100,2008-06-18 20:35,"","",4000,1.00,""
819,Documentation,Task,"",Closed,Must have,HTML for OpenSearch search for browser,Martin Holtz,Martin Holtz,2010-10-20 11:40,"",sprint 2008/05,2008-06-18,2008-07-29,0.00,100,2008-06-18 21:00,"","",4050,"",""
820,Documentation,Task,"",Closed,Must have,9.7. 1830 (GMT+2) TSref german and more,DocTeam no-lastname-given,DocTeam no-lastname-given,2010-10-20 11:40,"",sprint 2008/05,2009-07-09,2009-07-09,1.00,100,2008-06-18 21:15,"","",4100,"",""
821,wiki.typo3.org,Task,"",Closed,Could have,Wiki-Seite in forge für's Protokoll,Daniel Brüßler,Susanne Moog,2011-09-26 11:17,"","",2008-06-18,"",0.50,100,2008-06-18 21:25,"","",4150,0.50,""
823,wiki.typo3.org,Task,"",Closed,Must have,upgrade mediawiki,Daniel Brüßler,Daniel Brüßler,2011-09-26 11:17,"","",2008-06-18,2008-10-25,1.50,100,2008-06-18 22:43,"","",4200,1.50,""
824,TypoScript in 45 Minutes,Task,"",Closed,Could have,[DocTeam-News] publish TSref 45minutes on monday 23.6.,Daniel Brüßler,Daniel Brüßler,2011-09-26 12:52,"","",2008-06-22,2008-06-25,0.00,100,2008-06-18 22:56,"","",4250,0.00,""
826,Documentation,Task,"",Closed,Must have,for new Team-member Martijn,Daniel Brüßler,Daniel Brüßler,2010-10-20 11:40,"",sprint 2008/05,2008-06-19,2008-06-19,0.00,100,2008-06-19 14:46,"","",4300,"",""
860,Documentation,Task,"",Closed,Could have,Illustration für news.typo3.org 120x83 Pixel groß,Daniel Brüßler,Susanne Moog,2010-10-20 11:40,"",sprint 2008/05,2008-06-25,2008-06-25,0.50,100,2008-06-25 09:56,"","",4400,"",""
868,Documentation,Task,"",Closed,Won't have this time,FLOW3 as a  TYPO3 v4 Extension,Daniel Brüßler,Daniel Brüßler,2010-10-20 11:40,"",sprint 2008/05,2008-06-25,"",0.00,100,2008-06-25 15:25,"","",4450,"",""
874,TypoScript in 45 Minutes,Task,"",Closed,Could have,german 45-minutes-manual: Mark with {{review}},Daniel Brüßler,Martin Holtz,2011-09-26 12:51,"","",2008-06-25,2008-06-26,0.00,100,2008-06-25 18:39,"","",4550,0.00,""
882,Documentation,Task,"",Closed,Should have,translation of one example chapter for Kees and Martijn,Daniel Brüßler,Martin Holtz,2010-10-20 11:40,"",sprint 2008/05,2008-06-26,"",0.00,0,2008-06-26 23:43,"","",4600,"",""
884,Official Doc Extension Template,Task,"",Closed,Should have,REVIEW of doc_template,Daniel Brüßler,Virgil Huston,2011-06-04 20:44,"","",2008-06-27,2008-06-30,0.00,90,2008-06-27 09:12,"","",4650,0.00,""
887,TypoScript in 45 Minutes,Task,"",Closed,Must have,german 45-minutes-manual: Mark with {{publish}} ??,Daniel Brüßler,Daniel Brüßler,2011-09-26 12:51,"","",2008-06-27,2008-07-29,0.00,100,2008-06-27 12:43,"","",4700,0.00,""
898,Official Doc Extension Template,Task,"",Closed,Could have,doc_template 1.1.1 -- reloaded,Daniel Brüßler,Susanne Moog,2011-06-04 20:59,"","",2008-06-28,2008-07-29,0.00,100,2008-06-28 10:47,"","",4750,0.00,""
950,Official Doc Extension Template,Task,"",Closed,Should have,Start with tagging of manuals,Daniel Brüßler,Daniel Brüßler,2011-06-04 20:57,"","",2008-07-02,2008-07-23,0.00,100,2008-07-02 17:05,"","",4850,0.00,""
1000,Documentation,Task,"",Closed,Could have,Testing TYPO3 OpenSearch / Browser Search Plugin,Martin Holtz,Daniel Brüßler,2010-10-20 11:40,"",sprint 2008/05,2008-07-06,2008-07-23,0.00,100,2008-07-06 13:11,"","",5250,"",""
1027,Documentation,Task,"",Closed,Should have,23.7. wednesday 1830 (GMT+2) TSrefgerman and more,Daniel Brüßler,DocTeam no-lastname-given,2010-10-20 11:40,"",sprint 2008/05,2008-07-23,2008-07-23,0.00,100,2008-07-09 20:28,"","",5300,"",""
1028,Documentation,Task,"",Rejected,Should have,Some documentation how to use the forge-categories?,Daniel Brüßler,Daniel Brüßler,2010-10-20 11:40,"",sprint 2008/05,2008-07-09,"",0.00,0,2008-07-09 20:42,"","",5350,"",""
