Date;hash;release
1073567407;63ffe423628c6ae17562de79699f096b045add29;refs/tags/cvs/attic/pre-seqstore-merge
1319014344;f9c20a0754b67c5997f5b36bf8b77b5e839d53c6;refs/tags/cvs/attic/projection_genebuild_2011_07
927539464;9aa0d494c79068349d19c45047eb18fee40e4921;refs/tags/cvs/attic/release-0-0
942244194;759ab523ef97972e10f7655a311bd3f36b6da9c3;refs/tags/cvs/attic/release-1
951755713;e049277dbb36034ae7d58663dc503ad2b67fc5d8;refs/tags/cvs/attic/release-ensembl-06
1377605807;6ae7371b6c31c3d53456495aa960b580377386b1;refs/tags/cvs/attic/remove_dnac
961957293;5117319cb97e5b3d7ad21dc1996cc4421519d107;refs/tags/cvs/attic/sunday-before-chr22
1378480614;ab9f2f08f88c32a2bcb5dc4d3f0bdd800bc533b1;refs/tags/cvs/attic/tag-ensemblgenomes-20-73
1359971659;4eff5c2795001e18054ef7ef75a2be870d17c984;refs/tags/cvs/attic/tag_associated_xrefs_pre_HEAD_merge
978538042;4d4cab63bf077ed00280e24efd90fa1c128241d7;refs/tags/cvs/attic/tag_before_07_merge
1338480289;77bb854eac811445e2cb5a6e34e0b033b14e6338;refs/tags/cvs/attic/tagged-annotext-devel
967215738;b20eb1fdb866fd715be31c5ae3a686eccab653b7;refs/tags/cvs/attic/temp-before-gene-comparison-removal
1118406707;a39c116b610005b66547c122064ad101f515668b;refs/tags/cvs/attic/trop-workshop-1
1377614620;b8c6251fb7e85fd2accbfeea4589cdcf9f9b5d5f;refs/tags/cvs/attic/unconventional_removal
1377619436;0c4d8be1fb2d6882924803597cd590a073a765ce;refs/tags/cvs/attic/unconventional_removal_branch
1158155839;f19f979b5fb76e2806d5829a4d138b36e0e1339d;refs/tags/cvs/attic/xref-new-methods
1265377085;71a77e76d11a6fbc97bf4a5103adcb9d13b89134;refs/tags/cvs/mergepoint/ensembl/dec09-head
1146843338;b33b48bd7cf68b7ee1ec8759722fc2b18fe8fa24;refs/tags/cvs/mergepoint/vega/38-dev-1
1152262647;0c1fa5d8a2da6a061669706346e374c1e083d22f;refs/tags/cvs/mergepoint/vega/38-dev-head-1
1189084930;9cc8b952ffd127735d9e633cefa7c72757c6c60e;refs/tags/cvs/mergepoint/vega/44-dev-head-1
1202979478;e23e4e1e3393222e1a8cdec14814d35c724acb73;refs/tags/cvs/mergepoint/vega/46-dev-e48
1239797876;c09efab87e5f4630a08dbb5872085d4b9f775c54;refs/tags/cvs/mergepoint/vega/46-dev-head-1
1206440702;775f50da0cddd954a68fb273a03f7130f52b14b6;refs/tags/cvs/mergepoint/vega/48dev_HEAD
1265281583;b82571e85a5d52c75093c0658f194d78fd22b186;refs/tags/cvs/mergepoint/vega/49-dev-head
1045556172;eb3ad30b72237e874a4f3f4ac6f3058cee7965d4;refs/tags/cvs/release/ensembl/10
1047992419;b5cc2d4ab7fc4096b8a6a5b6bec7837aa3f1afb3;refs/tags/cvs/release/ensembl/11
1052830716;ac61612701b21fc732b0c0c1b398f7e2c185cd0d;refs/tags/cvs/release/ensembl/12
1052315657;cda5d618e4bb10005559eb3244f88d2601319fd5;refs/tags/cvs/release/ensembl/13
1054305574;6d6539b6cbebc4a238dcdece868160e91e1b82b8;refs/tags/cvs/release/ensembl/14
1058862504;9a2d688508b9ff10e2293be0dd4535c59c946d8f;refs/tags/cvs/release/ensembl/15
1063973548;8077bf2a58e536f6b041b65ed71e065fa0a23348;refs/tags/cvs/release/ensembl/16
1069242314;65c60df117633688bb9b36474ad9494afa6f4579;refs/tags/cvs/release/ensembl/17
1085402281;0cd752be9a3c92e05385da3e92f8c3e66bfa0c42;refs/tags/cvs/release/ensembl/18
1213366077;d9b24a6e1f701b7016d2ffa0922199f38f087660;refs/tags/cvs/release/ensembl/19
1082540448;eba932edf46487d6daf35d2d96ea9de8443d6bb5;refs/tags/cvs/release/ensembl/20
1084205111;7d56360e319440ce60c7decf68dc59faf2026c97;refs/tags/cvs/release/ensembl/21
1090840005;cb0a73ffc47adc55391a887e90aac4dfc014970d;refs/tags/cvs/release/ensembl/22
1094119005;54a9d2666335f588a966e0729f25c0bbfc177279;refs/tags/cvs/release/ensembl/23
1095177562;a7dd6fd29393c9f67ba6be64bfda1767e2cbc19e;refs/tags/cvs/release/ensembl/24
1100776008;94de6665f25f37ab052005799706c72678057055;refs/tags/cvs/release/ensembl/25
1101157492;9af291b9bdee064a89019d87fcafa929c9d6a2d6;refs/tags/cvs/release/ensembl/26
1105713219;90cfe8ea82155d0c81815637d05eddeac6352639;refs/tags/cvs/release/ensembl/27
1112088518;1b94f89377918c99bf6037272d8d51f3a0635dd1;refs/tags/cvs/release/ensembl/28
1110381416;6de6e3dffffc6b816d82b60f367008bf4d171a6e;refs/tags/cvs/release/ensembl/29
1023463588;2f4c30dac41cc196599de840024fde83d2e8457b;refs/tags/cvs/release/ensembl/3
1113207661;4c17f6b00501bcaa16e286d9c63ad86708473946;refs/tags/cvs/release/ensembl/30
1118314460;09b545944a362a135f8eea2d5b4daa4ac1020ead;refs/tags/cvs/release/ensembl/31
1122498119;33eca340c468461db55c65c8ef28a6c794c9c45c;refs/tags/cvs/release/ensembl/32
1125646222;9624a5fc80e1bb2fcc2de3fa475dfda40c92577e;refs/tags/cvs/release/ensembl/33
1135168969;64a7758d643d6988e02821c710f70e48c6d775f7;refs/tags/cvs/release/ensembl/34
1133194999;1fbdee06f6c3520ef5741a3fd8f19949c7d80574;refs/tags/cvs/release/ensembl/35
1138826841;3978dcaec4b29f58e17f73f80c7d3016e7d2a9d2;refs/tags/cvs/release/ensembl/36
1145539040;cff0c940b10842eecc9f0ed059112ce6bee4411a;refs/tags/cvs/release/ensembl/37
1157020726;aca677c1a404f9a18da71504a6e340c5d83f2ac5;refs/tags/cvs/release/ensembl/38
1152528274;24395c713dbff90c781e1bef85cba3adee298f54;refs/tags/cvs/release/ensembl/39
1023271204;e692ad12630dfe9df96c0d9e1efc804f9df2d25a;refs/tags/cvs/release/ensembl/4
1162308039;e1cb18fe504a573735c09bd46d81445ff3cd0ec4;refs/tags/cvs/release/ensembl/40
1169483702;8afc978af28a91c3673959fb78fba8144f91d869;refs/tags/cvs/release/ensembl/41
1172200911;1fcc6bee68f717baf8927d1f0c9d7200a488db06;refs/tags/cvs/release/ensembl/42
1173459320;15be6069147e5f97f059004e176056ac55af2a17;refs/tags/cvs/release/ensembl/43
1183480219;41ac4f7e75a0f593c6d1faaf666efc72b9043636;refs/tags/cvs/release/ensembl/44
1190220169;c60a005866e1460d81558e61ad6048439212ca54;refs/tags/cvs/release/ensembl/45
1189693331;c6837336ce1fb03cfb2b4c8dc9ec0e771217f75f;refs/tags/cvs/release/ensembl/46
1194348176;194909050d5b93274e08f18d8bb605be0988addb;refs/tags/cvs/release/ensembl/47
1203524568;7e672a9ad86755a2b5aedee6b62898b5b979cb86;refs/tags/cvs/release/ensembl/48
1217009778;17461aac8603b27eb390a4605c6bdfe2b5046b85;refs/tags/cvs/release/ensembl/49
1034592998;655e446c805670f66eca253bcab35477b4fbaf39;refs/tags/cvs/release/ensembl/5
1227671237;3abbd499dde25e6efc5c2d8d2a62091279077055;refs/tags/cvs/release/ensembl/50
1240497916;39516de7d1423a853aaaa70061763600e1529c56;refs/tags/cvs/release/ensembl/51
1241539495;f720140305009351c97135dfc84c5cc6877712e0;refs/tags/cvs/release/ensembl/52
1239197163;3786030783ed7ff3fd92c2fb0f8252a8520271ed;refs/tags/cvs/release/ensembl/53
1250515604;223b441b023bfdf402e2ea736b47c8138bee6911;refs/tags/cvs/release/ensembl/54
1262947972;a0a631075007909cda2871795baaecb41c2fc8e2;refs/tags/cvs/release/ensembl/55
1260536408;e58730a7dc8b66b268af922c5f9b7e744cc31f7a;refs/tags/cvs/release/ensembl/56
1297337592;8b4316718da94e7007297386aeed46ee1a6fc419;refs/tags/cvs/release/ensembl/57
1280157345;1da2f2789a0d6900d38e97337afab1238c71c76e;refs/tags/cvs/release/ensembl/58
1314287559;b4061ebd10328beb72e1ef0b5ef7fc6eddfc624c;refs/tags/cvs/release/ensembl/59
1060696081;9e2a150c4dd359191b13cb1475b7be2b442127c9;refs/tags/cvs/release/ensembl/6
1297350690;b8eb354f734f9a578820fc2a44d2096750bcf499;refs/tags/cvs/release/ensembl/60
1299259236;102faabb3e34d70c3bbf1ec5d385bbd06aa272b5;refs/tags/cvs/release/ensembl/61
1317293712;3ecde033745a47f81f495cd95d7d63a1278dd6ca;refs/tags/cvs/release/ensembl/62
1317293568;52073ae4c0edc6cbef7b5fc22e42126c8495a6a3;refs/tags/cvs/release/ensembl/63
1353993058;fd3a31b9e90d87d8d1fbf9b45a5c5dfe9e3ba809;refs/tags/cvs/release/ensembl/64
1350917810;5db313a9c55abcb335983103c7eee8024ff8277a;refs/tags/cvs/release/ensembl/65
1355747302;ff5dbe266c60f6a855b6b118a8e37ea4ce722b1f;refs/tags/cvs/release/ensembl/66
1341846725;31002c95e7873a93357ec8f7b79988ff82cf29a0;refs/tags/cvs/release/ensembl/67
1350917786;167273818193eda7e5cbe458a668ae8ef5a4407e;refs/tags/cvs/release/ensembl/68
1353935423;88ba7357fd9990529915e956600a0a00addbf24d;refs/tags/cvs/release/ensembl/69
1032339770;3926f3fc7ebe623a19e0a72590c1ddf28500a5d3;refs/tags/cvs/release/ensembl/7
1361964046;18da6f3b6d2f1c05acae3ec144593497d5b47ffb;refs/tags/cvs/release/ensembl/70
1366026856;b3afde915018029339bad1747277abde6be08c9f;refs/tags/cvs/release/ensembl/71
1372926190;6d73c5e82a4b94096bb25d1a7328688512d399a4;refs/tags/cvs/release/ensembl/72
1384260840;53b50cd13bf744caa0a2622b8f30a50171ed6cc6;refs/tags/cvs/release/ensembl/73
1386193465;61c95c0bc196996f7b2c3fd5c727c40bbb04ff1d;refs/tags/cvs/release/ensembl/74
1032941689;43e4aec97ddf5ad2f2e4b25ab021bf30c41d6029;refs/tags/cvs/release/ensembl/8
1042022081;7b65137b896ac7de5073841c6a70bd638a1a0e61;refs/tags/cvs/release/ensembl/9
1315778060;ac810f0a6917ba3b2ca2ee22901ece52abdc46d7;refs/tags/cvs/release/ensemblgenomes/10-63
1322227512;97f60159f26f1b719ae4821c8dda671277310860;refs/tags/cvs/release/ensemblgenomes/11-64
1322227513;9de5c824b2a5b896d263aeddd63afa916aca6c87;refs/tags/cvs/release/ensemblgenomes/12-65
1330360008;a36cc6248614e88d03d71693e7cdb2a54f3db767;refs/tags/cvs/release/ensemblgenomes/13-66
1335516091;d1fc5bed0f997526bd0d839d7131025510339cb7;refs/tags/cvs/release/ensemblgenomes/14-67
1344241724;bd751c075b9c19fcab0ea4babc185f81fe228322;refs/tags/cvs/release/ensemblgenomes/15-68
1351079040;cada89887dc465c589251759ad2575d7475cafc2;refs/tags/cvs/release/ensemblgenomes/16-69
1363265427;babdeb7929f7624413849cb18550a7e601e4c577;refs/tags/cvs/release/ensemblgenomes/17-70
1366026856;b3afde915018029339bad1747277abde6be08c9f;refs/tags/cvs/release/ensemblgenomes/18-71
1370256295;2d16cb43e4143f63002a632e801fd29ab08133b8;refs/tags/cvs/release/ensemblgenomes/19-72
1377853563;07d02fb6e0c62bdfd659a561c8b93d7367e8867e;refs/tags/cvs/release/ensemblgenomes/20-73
1266438846;520a2bc961a8ab521507a2dbfcb41f18ee80fab9;refs/tags/cvs/release/ensemblgenomes/4-56
1275669329;64b95e4ef028baa65ee6831a443ed3f2f3c32c55;refs/tags/cvs/release/ensemblgenomes/5-58
1281951880;dc3074f90518d1d8ae0a19764093f4e458d509cf;refs/tags/cvs/release/ensemblgenomes/6-59
1291290393;dbd2c8e1cc22cc9a8da2016d69cdd129e44c350c;refs/tags/cvs/release/ensemblgenomes/7-60
1297351175;e01d413408cdae1e447f674d93a3cb583c89f15a;refs/tags/cvs/release/ensemblgenomes/8-61
1303215659;da4e488f273ccd1a8edffff8e35f0373ffc639d0;refs/tags/cvs/release/ensemblgenomes/9-62
1047382622;24adac4f70b767c4f0679005570a50754d809d94;refs/tags/cvs/release/vega/10
1114774630;c50cde5e3bc5a1cc98d66e7a6dd0578f15374084;refs/tags/cvs/release/vega/19
1090000896;95a35dcd298caa5defe54047ca914c7b404eb634;refs/tags/cvs/release/vega/23-1
1090918760;f96d6fd44d60f7566cd890011bbebee05388d2ad;refs/tags/cvs/release/vega/23-2
1090918760;f96d6fd44d60f7566cd890011bbebee05388d2ad;refs/tags/cvs/release/vega/23-3
1095258645;02dd8347af6d63172363d3f2057ae0edaa9fb8e1;refs/tags/cvs/release/vega/23-4
1096907391;5f80a001dcab8bda3ea3cac08add5a5ada60e5ed;refs/tags/cvs/release/vega/23-5
1101379660;a62c40624f576f7f347d178f27e3217d12d8e3b4;refs/tags/cvs/release/vega/26-1
1103100167;a7591997485ec8c9563ca0ec292e8210f609b2b4;refs/tags/cvs/release/vega/26-2
1107776541;5e6b113a0b12375d9627c7338cf1f52c39ca9981;refs/tags/cvs/release/vega/28-1
1112965724;5fada9acc67d42b756cb2849626dfd61ca940ab8;refs/tags/cvs/release/vega/30-1
1114187079;dacc443e159c4cbc394a8dcb49e3b666f2274c15;refs/tags/cvs/release/vega/30-2
1115376221;22a18cd8e6690d3c03d83634ff3ac90b97e34a4b;refs/tags/cvs/release/vega/30-3
1116337640;0a0e4dbf5b7c1e3583be7b242f59cbd5dc71a6c5;refs/tags/cvs/release/vega/31
1122895709;3775b7238a35f8c10fb265b4b25ece397945755d;refs/tags/cvs/release/vega/31-1
1134404178;c97036be7373b083c7e378fac0d8495303491bc1;refs/tags/cvs/release/vega/35-1
1144143496;b957ef36d64cc4ed528ada0f8e30db0601c457b3;refs/tags/cvs/release/vega/37-1
1146843338;b33b48bd7cf68b7ee1ec8759722fc2b18fe8fa24;refs/tags/cvs/release/vega/37-2
1148643619;32fc0a8dddf46686d73bae47181d87b5faac1307;refs/tags/cvs/release/vega/38-1
1153148414;8437ff979cd16c368bb04117e05817fd98e9f0d7;refs/tags/cvs/release/vega/39
1161363458;cf9f3f99f5cf3f4d21d1555c4b6b664ff1b06cfc;refs/tags/cvs/release/vega/40-1
1165844113;a233c7d2f9148724601b42a5df1c8197de1797cc;refs/tags/cvs/release/vega/41
1171468266;0f52588c9c5d133d23902949d1e1ad9f68c50863;refs/tags/cvs/release/vega/41-1
1178793720;e2e94244279c3d951995cb44c9a7962499a65af4;refs/tags/cvs/release/vega/43
1182865626;65f1240394cff0bb8fc22612dc481214192c3ad1;refs/tags/cvs/release/vega/44
1182865626;65f1240394cff0bb8fc22612dc481214192c3ad1;refs/tags/cvs/release/vega/44-2
1184685069;8a0d04ae0e57ccd94f130291a0172571dc0f3917;refs/tags/cvs/release/vega/44-3
1190627735;26b16ff68d4caf44f553f380c87e00fda8fd66d8;refs/tags/cvs/release/vega/46-1
1196864996;e27f6c40df463b150769be9ed20fe0f75341a709;refs/tags/cvs/release/vega/46-3
1201272453;ae286f240be9906e1ec7505283e56ab63a9c9ca8;refs/tags/cvs/release/vega/46-4
1207835828;96e43838ec8587e2469febbc4d94984ae81b68cc;refs/tags/cvs/release/vega/49-1
1227884652;25ae6695d16536cccae4e4778297c6ea0dfc75d0;refs/tags/cvs/release/vega/49-2
1227884652;25ae6695d16536cccae4e4778297c6ea0dfc75d0;refs/tags/cvs/release/vega/49-3
1238600395;7ea9ab0f8cdc4a9e6e818e7017439b0f0e02fce0;refs/tags/cvs/release/vega/49-5
1247061752;7ff386f6f256951e880dfe3162b8df4e6506a32e;refs/tags/cvs/release/vega/55-1
1287408846;e5684f41538aead7521d95395089b599cea0580f;refs/tags/cvs/release/vega/59-1
1299259236;102faabb3e34d70c3bbf1ec5d385bbd06aa272b5;refs/tags/cvs/release/vega/61-1
1097074189;666fc3ae8ef0a3de7ee4198a6edb20a7cacb3a70;refs/tags/cvs/release/vega/dev/23
1103100169;0b0732da1b5a335228430c4786b74f0b7e7eb4a3;refs/tags/cvs/release/vega/dev/26
